Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
ParallelLogger,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.0.0,NA,R (>= 3.1.0),"snow, XML, jsonlite, methods, utils",NA,"mailR, testthat, shiny, DT, knitr, rmarkdown",NA,Apache License 2.0,NA,NA,NA,NA,no,4.2.1
pillar,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.4.6,NA,NA,"cli, crayon (>= 1.3.4), ellipsis, fansi, lifecycle, rlang (>=
0.3.0), utf8 (>= 1.1.0), vctrs (>= 0.2.0)",NA,"bit64, knitr, lubridate, testthat (>= 2.0.0), withr",NA,GPL-3,NA,NA,NA,NA,no,4.2.1
pkgbuild,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.4.2,NA,R (>= 3.4),"callr (>= 3.2.0), cli (>= 3.4.0), crayon, desc, prettyunits,
processx, R6, rprojroot",NA,"covr, cpp11, knitr, mockery, Rcpp, rmarkdown, testthat (>=
3.0.0), withr (>= 2.3.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
pkgconfig,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.0.3,NA,NA,utils,NA,"covr, testthat, disposables (>= 1.0.3)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
pkgdown,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.0.7,NA,R (>= 3.1.0),"bslib (>= 0.3.1), callr (>= 3.7.3), cli, desc, digest, downlit
(>= 0.4.0), fs (>= 1.4.0), httr (>= 1.4.2), jsonlite, magrittr,
memoise, purrr, ragg, rlang (>= 1.0.0), rmarkdown (>=
1.1.9007), tibble, whisker, withr (>= 2.4.3), xml2 (>= 1.3.1),
yaml",NA,"covr, diffviewer, evaluate, htmltools, htmlwidgets, knitr,
lifecycle, methods, openssl, pkgload (>= 1.0.2), rsconnect,
rstudioapi, rticles, sass, testthat (>= 3.1.3), tools",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
pkgload,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.3.2.1,NA,R (>= 3.4.0),"cli (>= 3.3.0), crayon, desc, fs, glue, methods, rlang (>=
1.0.3), rprojroot, utils, withr (>= 2.4.3)",NA,"bitops, covr, mathjaxr, mockr, pak, pkgbuild, Rcpp, remotes,
rstudioapi, testthat (>= 3.1.0)",NA,GPL-3,NA,NA,NA,NA,no,4.2.1
plogr,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.2.0,NA,NA,NA,NA,Rcpp,NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
plyr,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.8.6,NA,R (>= 3.1.0),Rcpp (>= 0.11.0),Rcpp,"abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
praise,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.0.0,NA,NA,NA,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
prettyunits,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.1.1,NA,NA,NA,NA,"codetools, covr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
pROC,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.16.2,NA,R (>= 2.14),"methods, plyr, Rcpp (>= 0.11.1)",Rcpp,"microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",NA,GPL (>= 3),NA,NA,NA,NA,yes,4.2.1
processx,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,3.4.3,NA,NA,"ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.2.0), codetools, covr, crayon, curl, debugme,
parallel, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
profvis,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.3.8,NA,R (>= 3.0),"htmlwidgets (>= 0.3.2), purrr, rlang (>= 0.4.9), stringr,
vctrs",NA,"knitr, ggplot2, rmarkdown, testthat (>= 3.0.0), devtools,
shiny, htmltools",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,4.2.1
promises,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.2.1,NA,NA,"fastmap (>= 1.1.0), later, magrittr (>= 1.5), R6, Rcpp, rlang,
stats","later, Rcpp","future (>= 1.21.0), knitr, purrr, rmarkdown, spelling,
testthat, vembedr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
ps,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.3.4,NA,R (>= 3.1),utils,NA,"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,4.2.1
purrr,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.3.4,NA,R (>= 3.2),"magrittr (>= 1.5), rlang (>= 0.3.1)",NA,"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,4.2.1
R6,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.4.1,NA,R (>= 3.0),NA,NA,"knitr, microbenchmark, pryr, testthat, ggplot2, scales",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
ragg,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.2.5,NA,NA,"systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping","covr, graphics, grid, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
rappdirs,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.3.3,NA,R (>= 3.2),NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
rcmdcheck,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.4.0,NA,NA,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
RColorBrewer,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.1-2,NA,R (>= 2.0.0),NA,NA,NA,NA,Apache License 2.0,NA,NA,NA,NA,no,4.2.1
Rcpp,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.0.11,NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.2.1
RcppEigen,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.3.3.7.0,NA,R (>= 2.15.1),"Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils",Rcpp,"inline, tinytest, pkgKitten, microbenchmark",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,4.2.1
readr,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.3.1,NA,R (>= 3.1),"Rcpp (>= 0.12.0.5), tibble, hms (>= 0.4.1), R6, clipr, crayon,
methods","Rcpp, BH","curl, testthat, knitr, rmarkdown, stringi, covr, spelling",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,4.2.1
rematch2,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.1.2,NA,NA,tibble,NA,"covr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
remotes,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.4.2.1,NA,R (>= 3.0.0),"methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
renv,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.11.0,NA,NA,utils,NA,"covr, knitr, packrat, remotes, reticulate, rmarkdown,
rstudioapi, testthat, uuid, yaml",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.0
rJava,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.9-13,NA,"R (>= 2.5.0), methods",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,4.2.1
rlang,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.1.1,NA,R (>= 3.5.0),utils,NA,"cli (>= 3.1.0), covr, crayon, fs, glue, knitr, magrittr,
methods, pillar, rmarkdown, stats, testthat (>= 3.0.0), tibble,
usethis, vctrs (>= 0.2.3), withr",winch,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
rmarkdown,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.24,NA,R (>= 3.0),"bslib (>= 0.2.5.1), evaluate (>= 0.13), fontawesome (>=
0.5.0), htmltools (>= 0.5.1), jquerylib, jsonlite, knitr (>=
1.22), methods, stringr (>= 1.2.0), tinytex (>= 0.31), tools,
utils, xfun (>= 0.36), yaml (>= 2.1.19)",NA,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, cleanrmd, withr (>= 2.4.2)",NA,GPL-3,NA,NA,NA,NA,no,4.2.1
roxygen2,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,7.2.3,NA,R (>= 3.3),"brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), knitr,
methods, pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2),
rlang (>= 1.0.6), stringi, stringr (>= 1.0.0), utils, withr,
xml2",cpp11,"covr, R.methodsS3, R.oo, rmarkdown (>= 2.16), testthat (>=
3.1.2), yaml",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
rprojroot,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.3-2,NA,R (>= 3.0.0),backports,NA,"testthat, mockr, knitr, withr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,4.2.1
RSQLite,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.2.0,NA,R (>= 3.1.0),"bit64, blob (>= 1.2.0), DBI (>= 1.1.0), memoise, methods,
pkgconfig, Rcpp (>= 0.12.7)","BH, plogr (>= 0.2.0), Rcpp","DBItest (>= 1.7.0), knitr, rmarkdown, testthat",NA,LGPL (>= 2.1),NA,NA,NA,NA,yes,4.2.1
rstudioapi,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.11,NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
rversions,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.1.2,NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"covr, mockery, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
sass,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.4.7,NA,NA,"fs (>= 1.2.4), rlang (>= 0.4.10), htmltools (>= 0.5.1), R6,
rappdirs",NA,"testthat, knitr, rmarkdown, withr, shiny, curl",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
scales,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.1.1,NA,R (>= 3.2),"farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, viridisLite",NA,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), testthat (>=
2.1.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
sessioninfo,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.2.2,NA,R (>= 2.10),"cli (>= 3.1.0), tools, utils",NA,"callr, covr, mockery, reticulate, rmarkdown, testthat, withr",NA,GPL-2,NA,NA,NA,NA,no,4.2.1
shiny,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.7.5,NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.4.0), htmltools (>=
0.5.4), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises
(>= 1.1.0), tools, crayon, rlang (>= 0.4.10), fastmap (>=
1.1.1), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>=
0.3.0), cachem, ellipsis, lifecycle (>= 0.2.0)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 3.0.0), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, yaml, future, dygraphs, ragg, showtext, sass",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,4.2.1
snow,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.4-3,NA,"R (>= 2.13.1), utils",NA,NA,"Rmpi,rlecuyer,nws",NA,GPL,NA,NA,NA,NA,no,4.2.1
sourcetools,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.1.7-1,NA,R (>= 3.0.2),NA,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
SqlRender,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.6.8,NA,NA,rJava,NA,"testthat, knitr, rmarkdown, shiny, shinydashboard",NA,Apache License 2.0,NA,NA,NA,NA,no,4.2.1
stringi,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.7.12,NA,R (>= 3.1),"tools, utils, stats",NA,NA,NA,file LICENSE,yes,NA,NA,NA,yes,4.2.1
stringr,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.4.0,NA,R (>= 3.1),"glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,GPL-2 | file LICENSE,NA,NA,NA,NA,no,4.2.1
survival,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,3.2-3,recommended,R (>= 3.4.0),"graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,LGPL (>= 2),NA,NA,NA,NA,yes,4.2.1
sys,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,3.4.2,NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
systemfonts,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.0.4,NA,R (>= 3.2.0),NA,cpp11 (>= 0.2.1),"testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
testthat,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,3.1.10,NA,R (>= 3.1),"brio, callr (>= 3.5.1), cli (>= 3.4.0), desc, digest, ellipsis
(>= 0.2.0), evaluate, jsonlite, lifecycle, magrittr, methods,
pkgload (>= 1.3.0), praise, processx (>= 3.8.2), ps (>= 1.3.4),
R6 (>= 2.2.0), rlang (>= 1.1.0), utils, waldo (>= 0.5.0), withr
(>= 2.4.3)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
textshaping,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.3.6,NA,R (>= 3.2.0),systemfonts (>= 1.0.0),"cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
tibble,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,3.0.3,NA,R (>= 3.1.0),"cli, crayon (>= 1.3.4), ellipsis (>= 0.2.0), fansi (>= 0.4.0),
lifecycle (>= 0.2.0), magrittr, methods, pillar (>= 1.4.3),
pkgconfig, rlang (>= 0.4.3), utils, vctrs (>= 0.2.4)",NA,"bench, bit64, blob, covr, dplyr, evaluate, formattable, hms,
htmltools, import, knitr, lubridate, mockr, nycflights13,
purrr, rmarkdown, testthat (>= 2.1.0), tidyr, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
tidyselect,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.1.0,NA,R (>= 3.2),"ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 0.4.6),
vctrs (>= 0.2.2)",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, testthat (>=
2.3.0), tibble (>= 2.1.3), withr",NA,GPL-3,NA,NA,NA,NA,yes,4.2.1
timechange,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.2.0,NA,R (>= 3.3),NA,cpp11 (>= 0.2.7),"testthat (>= 0.7.1.99), knitr",NA,GPL-3,NA,NA,NA,NA,yes,4.2.1
tinytex,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.46,NA,NA,xfun (>= 0.29),NA,"testit, rstudioapi",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
triebeard,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.3.0,NA,NA,Rcpp,Rcpp,"knitr, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
urlchecker,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.0.1,NA,R (>= 3.3),"cli, curl, tools, xml2",NA,covr,NA,GPL-3,NA,NA,NA,NA,no,4.2.1
urltools,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.7.3,NA,R (>= 2.10),"Rcpp, methods, triebeard",Rcpp,"testthat, knitr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
usethis,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.2.2,NA,R (>= 3.6),"cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.2), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.1.0), rprojroot (>= 1.2), rstudioapi, stats, utils,
whisker, withr (>= 2.3.0), yaml",NA,"covr, knitr, magick, pkgload, rmarkdown, roxygen2 (>= 7.1.2),
spelling (>= 1.2), styler (>= 1.2.0), testthat (>= 3.1.8)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
utf8,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.1.4,NA,R (>= 2.10),NA,NA,"knitr, rmarkdown, testthat",NA,Apache License (== 2.0) | file LICENSE,NA,NA,NA,NA,yes,4.2.1
vctrs,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.3.2,NA,R (>= 3.2),"ellipsis (>= 0.2.0), digest, glue, rlang (>= 0.4.7)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown, rmarkdown, testthat (>= 2.3.0),
tibble, withr, xml2, zeallot",NA,GPL-3,NA,NA,NA,NA,yes,4.2.1
viridisLite,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.3.0,NA,R (>= 2.10),NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
waldo,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.5.1,NA,NA,"cli, diffobj (>= 0.3.4), fansi, glue, methods, rematch2, rlang
(>= 1.0.0), tibble",NA,"covr, R6, testthat (>= 3.0.0), withr, xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
whisker,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.4.1,NA,NA,NA,NA,markdown,NA,GPL-3,NA,NA,NA,NA,no,4.2.1
withr,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.5.0,NA,R (>= 3.2.0),"graphics, grDevices, stats",NA,"callr, covr, DBI, knitr, lattice, methods, rlang, rmarkdown
(>= 2.12), RSQLite, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
xfun,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,0.4,NA,NA,"stats, tools",NA,"testit, parallel, codetools, rstudioapi, tinytex (>= 0.30),
mime, markdown (>= 1.5), knitr (>= 1.42), htmltools, remotes,
pak, rhub, renv, curl, jsonlite, magick, yaml, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
XML,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,3.99-0.14,NA,"R (>= 4.0.0), methods, utils",NA,NA,"bitops, RCurl",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,4.2.1
xml2,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.3.5,NA,R (>= 3.1.0),methods,NA,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.2.1
xopen,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.0.0,NA,R (>= 3.1),processx,NA,"ps, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.2.1
xtable,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,1.8-4,NA,R (>= 2.10.0),"stats, utils",NA,"knitr, plm, zoo, survival",NA,GPL (>= 2),NA,NA,NA,NA,no,4.2.1
yaml,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.3.7,NA,NA,NA,NA,RUnit,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,4.2.1
zip,/home/rstudio/atlas280/renv/library/R-4.2/x86_64-pc-linux-gnu,2.1.0,NA,NA,NA,NA,"covr, processx, R6, testthat, withr",NA,CC0,NA,NA,NA,NA,yes,4.2.1
base,/tmp/RtmplWuzEF/renv-system-library,4.2.1,base,NA,NA,NA,methods,NA,Part of R 4.2.1,NA,NA,NA,NA,NA,4.2.1
boot,/tmp/RtmplWuzEF/renv-system-library,1.3-28,recommended,"R (>= 3.0.0), graphics, stats",NA,NA,"MASS, survival",NA,Unlimited,NA,NA,NA,NA,no,4.2.1
class,/tmp/RtmplWuzEF/renv-system-library,7.3-20,recommended,"R (>= 3.0.0), stats, utils",MASS,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,4.2.1
cluster,/tmp/RtmplWuzEF/renv-system-library,2.1.3,recommended,R (>= 3.5.0),"graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.2.1
codetools,/tmp/RtmplWuzEF/renv-system-library,0.2-18,recommended,R (>= 2.1),NA,NA,NA,NA,GPL,NA,NA,NA,NA,no,4.2.1
compiler,/tmp/RtmplWuzEF/renv-system-library,4.2.1,base,NA,NA,NA,NA,NA,Part of R 4.2.1,NA,NA,NA,NA,NA,4.2.1
datasets,/tmp/RtmplWuzEF/renv-system-library,4.2.1,base,NA,NA,NA,NA,NA,Part of R 4.2.1,NA,NA,NA,NA,NA,4.2.1
foreign,/tmp/RtmplWuzEF/renv-system-library,0.8-82,recommended,R (>= 4.0.0),"methods, utils, stats",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.2.1
graphics,/tmp/RtmplWuzEF/renv-system-library,4.2.1,base,NA,grDevices,NA,NA,NA,Part of R 4.2.1,NA,NA,NA,NA,yes,4.2.1
grDevices,/tmp/RtmplWuzEF/renv-system-library,4.2.1,base,NA,NA,NA,KernSmooth,NA,Part of R 4.2.1,NA,NA,NA,NA,yes,4.2.1
grid,/tmp/RtmplWuzEF/renv-system-library,4.2.1,base,NA,"grDevices, utils",NA,NA,NA,Part of R 4.2.1,NA,NA,NA,NA,yes,4.2.1
KernSmooth,/tmp/RtmplWuzEF/renv-system-library,2.23-20,recommended,"R (>= 2.5.0), stats",NA,NA,"MASS, carData",NA,Unlimited,NA,NA,NA,NA,yes,4.2.1
lattice,/tmp/RtmplWuzEF/renv-system-library,0.20-45,recommended,R (>= 3.0.0),"grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra",chron,GPL (>= 2),NA,NA,NA,NA,yes,4.2.1
MASS,/tmp/RtmplWuzEF/renv-system-library,7.3-57,recommended,"R (>= 3.3.0), grDevices, graphics, stats, utils",methods,NA,"lattice, nlme, nnet, survival",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,4.2.1
Matrix,/tmp/RtmplWuzEF/renv-system-library,1.4-1,recommended,R (>= 3.5.0),"methods, graphics, grid, stats, utils, lattice",NA,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc, igraph, maptools, sp,
spdep",GPL (>= 2) | file LICENCE,NA,NA,NA,NA,yes,4.2.1
methods,/tmp/RtmplWuzEF/renv-system-library,4.2.1,base,NA,"utils, stats",NA,codetools,NA,Part of R 4.2.1,NA,NA,NA,NA,yes,4.2.1
mgcv,/tmp/RtmplWuzEF/renv-system-library,1.8-40,recommended,"R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.2.1
nlme,/tmp/RtmplWuzEF/renv-system-library,3.1-157,recommended,R (>= 3.5.0),"graphics, stats, utils, lattice",NA,"Hmisc, MASS, SASmixed",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.2.1
nnet,/tmp/RtmplWuzEF/renv-system-library,7.3-17,recommended,"R (>= 3.0.0), stats, utils",NA,NA,MASS,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,4.2.1
parallel,/tmp/RtmplWuzEF/renv-system-library,4.2.1,base,NA,"tools, compiler",NA,methods,"snow, nws, Rmpi",Part of R 4.2.1,NA,NA,NA,NA,yes,4.2.1
rpart,/tmp/RtmplWuzEF/renv-system-library,4.1.16,recommended,"R (>= 2.15.0), graphics, stats, grDevices",NA,NA,survival,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,4.2.1
